"UF","Ano","Abrangencia","CO2e","CO2","CH4","N2O","Canada_Quebec_Dolar","Canada_Quebec_Euro","Switzerland_Dolar","Switzerland_Euro","China_Dolar","China_Euro","Europe_Dolar","Europe_Euro","United_Kingdom_Dolar","United_Kingdom_Euro","South_Korea_Dolar","South_Korea_Euro","New_Zealand_Dolar","New_Zealand_Euro","USA_California_Dolar","USA_California_Euro"
13,2009,1,-73193,-79175,209.2,4.97,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
13,2009,2,2622,11,90.5,2.29,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
13,2009,3,14067,13421,15.5,1.03,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
13,2009,4,-91509,-93012,49.5,1.49,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
13,2009,5,411,364,NA,NA,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
13,2009,6,1216,41,53.6,0.16,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
14,2009,1,-12207,-13669,53.6,1.06,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
14,2009,2,1005,3,35.9,0.8,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
14,2009,3,449,428,0.6,0.03,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
14,2009,4,-13900,-14118,7.2,0.22,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
14,2009,5,12,6,NA,NA,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
14,2009,6,227,11,9.9,0.02,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
15,2009,1,267381,222028,1589.7,38,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
15,2009,2,30324,77,1080.1,24.4,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
15,2009,3,11217,10830,10.6,0.53,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
15,2009,4,222107,209329,421.2,12.68,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
15,2009,5,1939,1696,2,0.04,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
15,2009,6,1795,95,75.8,0.35,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
16,2009,1,-2952,-3896,33.3,0.76,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
16,2009,2,570,2,19.3,0.52,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
16,2009,3,1627,1589,1,0.05,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
16,2009,4,-5337,-5495,5.2,0.16,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
16,2009,5,16,7,NA,NA,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
16,2009,6,172,1,7.8,0.03,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
17,2009,1,49513,32697,594.1,13.94,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
17,2009,2,13885,233,491.5,10.75,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
17,2009,3,2029,1923,2.7,0.16,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
17,2009,4,33115,30441,83.4,2.97,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
17,2009,5,96,78,NA,NA,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
17,2009,6,389,22,16.5,0.06,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
21,2009,1,112397,92550,686.6,16.97,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
21,2009,2,13078,13,451.8,11.54,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
21,2009,3,4384,4118,7.4,0.36,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
21,2009,4,91962,87393,147.7,4.73,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
21,2009,5,1093,892,1.3,0.03,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
21,2009,6,1879,134,78.4,0.32,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
22,2009,1,22840,16693,208.7,5.55,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
22,2009,2,4285,87,140.8,4,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
22,2009,3,1895,1755,4.2,0.17,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
22,2009,4,15648,14531,35.1,1.23,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
22,2009,5,301,257,NA,NA,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
22,2009,6,711,62,28.6,0.16,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
23,2009,1,21556,12837,315,6.4,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
23,2009,2,5946,127,199.2,5.27,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
23,2009,3,5494,5084,13.4,0.42,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
23,2009,4,6782,6466,10.4,0.32,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
23,2009,5,1166,1047,0,0,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
23,2009,6,2168,113,91.9,0.4,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
24,2009,1,9149,5338,137,2.87,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
24,2009,2,2494,32,82.7,2.34,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
24,2009,3,4402,4025,12.9,0.34,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
24,2009,4,1047,1007,1.3,0.04,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
24,2009,5,285,241,NA,NA,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
24,2009,6,922,34,40.1,0.15,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
25,2009,1,7927,3915,144,3.02,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
25,2009,2,2719,45,88.5,2.63,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
25,2009,3,2589,2397,6.2,0.2,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
25,2009,4,738,714,0.8,0.02,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
25,2009,5,783,731,NA,NA,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
25,2009,6,1098,28,48.5,0.16,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
26,2009,1,17462,8581,309.5,7.29,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
26,2009,2,5815,25,181.7,6.37,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
26,2009,3,7371,6898,14.9,0.52,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
26,2009,4,873,865,0.3,0.01,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
26,2009,5,887,764,0,0,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
26,2009,6,2516,29,112.7,0.39,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
27,2009,1,8169,4198,127.3,4.05,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
27,2009,2,2861,26,82,3.59,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
27,2009,3,3326,3094,6.6,0.3,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
27,2009,4,811,800,0.4,0.01,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
27,2009,5,292,249,0,NA,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
27,2009,6,879,30,38.2,0.15,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
28,2009,1,9051,5832,108.1,2.97,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
28,2009,2,2455,36,77.2,2.58,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
28,2009,3,4549,4244,9.6,0.33,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
28,2009,4,427,459,-1.1,-0.03,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
28,2009,5,1108,1080,NA,NA,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
28,2009,6,511,14,22.4,0.09,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
29,2009,1,75770,47186,925.5,28.59,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
29,2009,2,22864,577,707.3,23.98,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
29,2009,3,22663,21335,35.5,1.88,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
29,2009,4,23662,21825,58.8,1.95,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
29,2009,5,3686,3269,4.4,0.12,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
29,2009,6,2895,181,119.5,0.66,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
31,2009,1,100961,43577,1842.7,58.07,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
31,2009,2,49667,1290,1509.7,53.79,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
31,2009,3,30876,29143,42.5,2.71,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
31,2009,4,-5047,-5283,7.5,0.25,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
31,2009,5,19517,18330,17.1,0.47,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
31,2009,6,5947,97,266,0.85,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
32,2009,1,19817,13278,212.1,6.56,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
32,2009,2,4886,158,142.2,5.61,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
32,2009,3,9090,8506,18.4,0.64,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
32,2009,4,-3951,-4069,3.9,0.12,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
32,2009,5,8776,8665,2.3,0.04,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
32,2009,6,1017,18,45.4,0.15,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
33,2009,1,82551,65237,679,9.04,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
33,2009,2,4543,15,144,4.86,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
33,2009,3,60125,54792,200.8,3.6,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
33,2009,4,-187,-151,-1.2,-0.04,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
33,2009,5,10855,10558,2.1,0,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
33,2009,6,7214,22,333.4,0.62,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
35,2009,1,122003,74703,1361.1,57.68,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
35,2009,2,32602,1665,752.7,48.8,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
35,2009,3,76030,71932,104.4,6.15,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
35,2009,4,-13074,-13281,6.8,0.21,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
35,2009,5,15522,14347,2.5,0.93,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
35,2009,6,10923,40,494.8,1.59,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
41,2009,1,39652,9598,859.9,38.21,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
41,2009,2,27067,1690,678.6,35.89,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
41,2009,3,18692,17557,28.9,1.7,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
41,2009,4,-12422,-12577,5,0.16,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
41,2009,5,3036,2887,0,0,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
41,2009,6,3280,42,147.3,0.46,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
42,2009,1,12368,-3245,496.2,16.48,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
42,2009,2,11800,268,335.3,14.48,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
42,2009,3,13175,11539,63.3,1,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
42,2009,4,-14815,-15549,24,0.74,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
42,2009,5,563,478,NA,NA,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
42,2009,6,1645,18,73.6,0.26,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
43,2009,1,73522,28814,1543.8,39.15,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
43,2009,2,40390,1185,1338.5,35.79,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
43,2009,3,17139,15799,33.6,2.05,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
43,2009,4,8962,8180,24.9,0.84,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
43,2009,5,3845,3622,3.4,0,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
43,2009,6,3186,29,143.4,0.47,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
50,2009,1,59188,16803,1508.3,34.44,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
50,2009,2,40908,916,1424.2,32.53,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
50,2009,3,4169,3954,5.6,0.32,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
50,2009,4,12737,11450,39.4,1.48,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
50,2009,5,533,477,0.9,0.02,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
50,2009,6,840,6,38.2,0.11,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
51,2009,1,89052,34082,1854.1,51.59,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
51,2009,2,53256,1763,1734.8,48.58,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
51,2009,3,6376,6057,7.7,0.51,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
51,2009,4,28101,25813,74,2.37,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
51,2009,5,469,427,NA,NA,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
51,2009,6,851,22,37.5,0.14,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
52,2009,1,67285,23114,1501.2,40.53,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
52,2009,2,41289,886,1363.3,37.98,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
52,2009,3,9706,9054,16.6,0.98,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
52,2009,4,13579,12420,35.9,1.31,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
52,2009,5,826,743,0,NA,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
52,2009,6,1884,10,85.4,0.26,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
53,2009,1,5887,4103,69.8,0.91,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
53,2009,2,449,12,12.8,0.54,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
53,2009,3,3343,3200,3.2,0.24,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
53,2009,4,-130,-141,0.3,0.01,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
53,2009,5,1067,1031,NA,NA,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
53,2009,6,1158,1,53.4,0.11,NA,NA,NA,NA,NA,NA,18.06239836,12.36,NA,NA,NA,NA,14.32510707,9.802592092,NA,NA
11,2010,1,33143,11187,799,16.62,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
11,2010,2,20368,84,739.3,15.35,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
11,2010,3,3759,3630,3,0.22,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
11,2010,4,8171,7189,32.3,0.97,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
11,2010,5,287,261,NA,NA,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
11,2010,6,559,23,24.4,0.07,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
12,2010,1,21747,16063,205.9,4.35,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
12,2010,2,4361,18,160.2,3.16,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
12,2010,3,807,774,0.9,0.05,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
12,2010,4,16376,15255,36.9,1.11,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
12,2010,5,23,11,NA,NA,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
12,2010,6,181,6,7.9,0.03,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
13,2010,1,-55506,-62357,238.9,5.73,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
13,2010,2,2659,23,91.1,2.33,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
13,2010,3,15405,14824,14.1,0.91,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
13,2010,4,-75382,-77705,76.6,2.31,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
13,2010,5,478,421,NA,NA,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
13,2010,6,1333,80,57.1,0.18,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
14,2010,1,-3701,-5669,71.3,1.49,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
14,2010,2,1177,6,42.4,0.91,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
14,2010,3,828,804,0.6,0.03,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
14,2010,4,-5972,-6505,17.6,0.53,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
14,2010,5,16,8,NA,NA,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
14,2010,6,250,17,10.7,0.03,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
15,2010,1,222837,177794,1587.7,37.07,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
15,2010,2,31669,146,1131.5,25.04,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
