"UF","Ano","Abrangencia","CO2e","CO2","CH4","N2O","Canada_Quebec_Dolar","Canada_Quebec_Euro","Switzerland_Dolar","Switzerland_Euro","China_Dolar","China_Euro","Europe_Dolar","Europe_Euro","United_Kingdom_Dolar","United_Kingdom_Euro","South_Korea_Dolar","South_Korea_Euro","New_Zealand_Dolar","New_Zealand_Euro","USA_California_Dolar","USA_California_Euro"
15,2016,5,2491,2115,1.8,0.04,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
15,2016,6,2405,37,106.8,0.4,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
16,2016,1,-11255,-12256,34.4,0.83,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
16,2016,2,702,6,23,0.68,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
16,2016,3,669,636,0.8,0.05,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
16,2016,4,-12855,-12911,1.9,0.06,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
16,2016,5,35,12,NA,NA,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
16,2016,6,195,1,8.7,0.03,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
17,2016,1,41019,22938,630,15.5,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
17,2016,2,16627,696,558.7,13.54,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
17,2016,3,3124,2991,2.4,0.27,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
17,2016,4,20477,19030,44.9,1.62,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
17,2016,5,262,217,NA,NA,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
17,2016,6,529,4,24,0.07,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
21,2016,1,91225,71694,661.4,17.54,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
21,2016,2,14471,222,484.8,13.12,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
21,2016,3,17430,16886,9.7,1.1,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
21,2016,4,56937,54156,88.7,2.96,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
21,2016,5,599,363,1.2,0.02,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
21,2016,6,1789,67,77,0.34,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
22,2016,1,22008,16020,201.2,5.38,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
22,2016,2,4247,256,129.3,4.11,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
22,2016,3,2763,2598,4.2,0.25,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
22,2016,4,13637,12864,24.1,0.86,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
22,2016,5,363,269,NA,NA,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
22,2016,6,999,33,43.7,0.16,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
23,2016,1,24256,15322,324.6,5.99,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
23,2016,2,5793,190,196.1,4.79,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
23,2016,3,9087,8642,11.9,0.63,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
23,2016,4,3876,3738,4.5,0.14,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
23,2016,5,2943,2680,0.1,0,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
23,2016,6,2556,72,112,0.43,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
24,2016,1,9049,5534,126.1,2.47,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
24,2016,2,2045,38,66.4,1.98,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
24,2016,3,4210,3943,8.2,0.31,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
24,2016,4,932,900,1.1,0.03,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
24,2016,5,743,641,NA,NA,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
24,2016,6,1119,11,50.5,0.16,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
25,2016,1,10500,6382,147,2.95,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
25,2016,2,2570,55,84,2.42,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
25,2016,3,4600,4379,5.9,0.31,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
25,2016,4,1126,1086,1.3,0.04,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
25,2016,5,959,842,NA,NA,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
25,2016,6,1245,19,55.9,0.17,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
26,2016,1,26726,18063,298.4,6.84,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
26,2016,2,5228,55,165,5.51,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
26,2016,3,16123,15558,14.3,0.85,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
26,2016,4,1459,1405,1.8,0.05,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
26,2016,5,1282,1006,0,0,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
26,2016,6,2635,40,117.3,0.42,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
27,2016,1,8169,4075,140.3,3.39,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
27,2016,2,2700,93,81,2.92,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
27,2016,3,3576,3372,5.3,0.3,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
27,2016,4,230,219,0.4,0.01,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
27,2016,5,472,373,0,NA,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
27,2016,6,1192,17,53.7,0.15,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
28,2016,1,7961,4642,111.6,2.93,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
28,2016,2,2539,66,80.1,2.55,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
28,2016,3,3290,3089,5.5,0.27,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
28,2016,4,178,172,0.2,0.01,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
28,2016,5,1374,1308,NA,NA,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
28,2016,6,579,7,25.8,0.1,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
29,2016,1,67606,39802,931.1,25.18,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
29,2016,2,21605,660,676.9,21.71,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
29,2016,3,22954,21878,26.5,1.67,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
29,2016,4,14682,13661,32.2,1.11,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
29,2016,5,4070,3528,4.6,NA,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
29,2016,6,4295,75,190.9,0.68,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
31,2016,1,108309,47609,1889.2,65.85,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
31,2016,2,54664,2913,1551.6,61.83,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
31,2016,3,36305,34504,37,3.31,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
31,2016,4,-12398,-12026,-11.3,-0.44,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
31,2016,5,23232,22194,15.7,0.31,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
31,2016,6,6506,24,296.2,0.85,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
32,2016,1,32894,25928,225.3,6.83,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
32,2016,2,4683,243,129.5,5.55,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
32,2016,3,15194,14222,31.4,1.01,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
32,2016,4,61,-6,2.2,0.07,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
32,2016,5,11641,11466,2.2,0.04,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
32,2016,6,1316,3,60,0.17,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
33,2016,1,92318,76283,607.4,9.01,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
33,2016,2,4865,20,157.3,4.97,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
33,2016,3,64513,60868,123.7,3.38,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
33,2016,4,-235,-247,0.4,0.01,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
33,2016,5,16167,15634,2.2,0,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
33,2016,6,7008,7,323.9,0.64,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
35,2016,1,149019,96631,1475.8,64.19,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
35,2016,2,34249,2662,710.5,53.76,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
35,2016,3,89127,84592,102.3,7.7,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
35,2016,4,-1790,-2006,7.3,0.2,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
35,2016,5,13170,11359,2.5,0.85,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
35,2016,6,14263,24,653.3,1.68,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
41,2016,1,58545,24519,908.3,47.17,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
41,2016,2,30307,2099,695.1,43.9,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
41,2016,3,24640,23329,25.3,2.51,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
41,2016,4,-3477,-3770,9.6,0.29,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
41,2016,5,3181,2852,0,NA,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
41,2016,6,3895,8,178.2,0.47,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
42,2016,1,30232,13133,556.1,16.83,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
42,2016,2,13510,466,397.5,15.15,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
42,2016,3,15890,14314,55.8,1.3,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
42,2016,4,-2844,-2932,2.9,0.09,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
42,2016,5,1480,1278,NA,NA,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
42,2016,6,2195,8,99.9,0.29,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
43,2016,1,76023,30007,1487,46.64,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
43,2016,2,42770,2057,1297.4,43.44,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
43,2016,3,20923,19574,29.1,2.38,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
43,2016,4,4509,4200,9.7,0.34,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
43,2016,5,4565,4161,3.5,0,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
43,2016,6,3255,14,147.3,0.48,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
50,2016,1,55453,12273,1459.4,40.17,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
50,2016,2,42778,1693,1384.6,38.74,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
50,2016,3,7669,7292,6.8,0.76,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
50,2016,4,3299,2855,13.1,0.55,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
50,2016,5,530,430,0.8,0.02,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
50,2016,6,1178,4,54.2,0.12,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
51,2016,1,206014,136836,2189.4,74.53,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
51,2016,2,64128,3057,1921.6,66.83,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
51,2016,3,8481,8086,7.3,0.78,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
51,2016,4,131626,125141,208.8,6.77,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
51,2016,5,644,548,NA,NA,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
51,2016,6,1136,4,51.7,0.15,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
52,2016,1,76119,25801,1631.2,51.18,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
52,2016,2,47917,1765,1479.8,48.63,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
52,2016,3,12802,12089,14.2,1.34,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
52,2016,4,11961,11142,25.2,0.93,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
52,2016,5,997,801,NA,NA,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
52,2016,6,2443,4,112,0.28,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
53,2016,1,7273,5310,72.5,1.14,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
53,2016,2,532,33,13.7,0.68,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
53,2016,3,4510,4331,3.6,0.33,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
